id,brokerid,clientid,institutionid,loanamount,rate,cbscore,province,city,occupancy,product,purpose,status,date
124440,13,2032,4,194500,0.0739,479,ON,Pickering,Owner Occupied,First Mortgage,Purchase,funded,2022-06-28
124441,1,2390,8,350000,0.0794,656,ON,Pickering,Owner Occupied,First Mortgage,Purchase,funded,2022-11-15
124442,33,1604,11,876000,0.0689,639,BC,Vancouver,Rental ,Second Mortgage,refinance,funded,2022-01-31
124443,25,2472,19,420000,0.0784,659,ON,Ajax,Owner Occupied,HELOC,refinance,funded,2022-01-27
124444,15,1762,18,890000,0.0694,639,AB,Calgary,Owner Occupied,HELOC,refinance,funded,2022-03-06
124445,21,2822,14,205000,0.0739,568,NS,Halifax,Rental ,First Mortgage,Purchase,funded,2022-04-10
124446,22,2734,14,395000,0.0784,897,BC,Victoria,Owner Occupied,HELOC,refinance,funded,2022-05-25
124447,13,2708,19,111000,0.0664,639,BC,Victoria,Owner Occupied,Second Mortgage,refinance,funded,2022-03-27
124448,14,1479,18,345000,0.0784,865,BC,Kamloops,Rental ,First Mortgage,Purchase,funded,2022-08-04
124449,28,2281,7,605000,0.0794,673,BC,Kamloops,Owner Occupied,First Mortgage,refinance,funded,2022-12-14
124450,12,1215,13,450000,0.0764,848,BC,Kelowna,Owner Occupied,First Mortgage,refinance,funded,2022-05-12
124451,35,2349,13,543000,0.0679,872,AB,Calgary,Rental ,Second Mortgage,refinance,funded,2022-05-25
124452,11,2526,11,876000,0.0714,979,BC,Nanaimo,Owner Occupied,Second Mortgage,refinance,funded,2022-07-12
124453,2,2372,18,760000,0.0789,639,BC,Nanaimo,Owner Occupied,First Mortgage,Purchase,funded,2022-04-25
124454,22,1971,19,350000,0.0744,510,ON,Mississauga,Rental ,HELOC,refinance,funded,2022-04-28
124455,8,1091,2,205000,0.0764,510,AB,Calgary,Rental ,Second Mortgage,refinance,funded,2022-10-09
